cid,character,route_kind,frame,x,y,z,cumulative_x,cumulative_y,cumulative_z,back_distance,source_channel,root_decode_confidence
001,Mitsurugi,trusted_basic,0,0.0020000000949949026,0.0,0.02300000109244138,0.0020000000949949026,0.0,0.02300000109244138,0.02300000109244138,0x14,high
001,Mitsurugi,trusted_basic,1,0.003000000142492354,0.0,0.034000001614913344,0.003000000142492354,0.0,0.034000001614913344,0.034000001614913344,0x14,high
001,Mitsurugi,trusted_basic,2,0.0050000002374872565,0.0,0.03800000180490315,0.0050000002374872565,0.0,0.03800000180490315,0.03800000180490315,0x14,high
001,Mitsurugi,trusted_basic,3,0.009000000427477062,0.0,0.03600000170990825,0.009000000427477062,0.0,0.03600000170990825,0.03600000170990825,0x14,high
001,Mitsurugi,trusted_basic,4,0.013000000617466867,0.0,0.027000001282431185,0.013000000617466867,0.0,0.027000001282431185,0.027000001282431185,0x14,high
001,Mitsurugi,trusted_basic,5,0.018000000854954123,0.0,0.013000000617466867,0.018000000854954123,0.0,0.013000000617466867,0.013000000617466867,0x14,high
001,Mitsurugi,trusted_basic,6,0.02300000109244138,0.0,-0.003000000142492354,0.02300000109244138,0.0,-0.003000000142492354,0.003000000142492354,0x14,high
001,Mitsurugi,trusted_basic,7,0.027000001282431185,0.0,-0.02400000113993883,0.027000001282431185,0.0,-0.02400000113993883,0.02400000113993883,0x14,high
001,Mitsurugi,trusted_basic,8,0.03100000147242099,0.0,-0.04800000227987766,0.03100000147242099,0.0,-0.04800000227987766,0.04800000227987766,0x14,high
001,Mitsurugi,trusted_basic,9,0.034000001614913344,0.0,-0.07000000332482159,0.034000001614913344,0.0,-0.07000000332482159,0.07000000332482159,0x14,high
001,Mitsurugi,trusted_basic,10,0.035000001662410796,0.0,-0.09300000441726297,0.035000001662410796,0.0,-0.09300000441726297,0.09300000441726297,0x14,high
001,Mitsurugi,trusted_basic,11,0.034000001614913344,0.0,-0.11200000531971455,0.034000001614913344,0.0,-0.11200000531971455,0.11200000531971455,0x14,high
001,Mitsurugi,trusted_basic,12,0.03200000151991844,0.0,-0.12700000603217632,0.03200000151991844,0.0,-0.12700000603217632,0.12700000603217632,0x14,high
001,Mitsurugi,trusted_basic,13,0.029000001377426088,0.0,-0.14000000664964318,0.029000001377426088,0.0,-0.14000000664964318,0.14000000664964318,0x14,high
001,Mitsurugi,trusted_basic,14,0.026000001234933734,0.0,-0.15100000717211515,0.026000001234933734,0.0,-0.15100000717211515,0.15100000717211515,0x14,high
001,Mitsurugi,trusted_basic,15,0.02400000113993883,0.0,-0.1600000075995922,0.02400000113993883,0.0,-0.1600000075995922,0.1600000075995922,0x14,high
001,Mitsurugi,trusted_basic,16,0.02200000104494393,0.0,-0.16700000793207437,0.02200000104494393,0.0,-0.16700000793207437,0.16700000793207437,0x14,high
001,Mitsurugi,trusted_basic,17,0.02200000104494393,0.0,-0.17200000816956162,0.02200000104494393,0.0,-0.17200000816956162,0.17200000816956162,0x14,high
001,Mitsurugi,trusted_basic,18,0.02200000104494393,0.0,-0.17600000835955143,0.02200000104494393,0.0,-0.17600000835955143,0.17600000835955143,0x14,high
001,Mitsurugi,trusted_basic,19,0.02300000109244138,0.0,-0.17900000850204378,0.02300000109244138,0.0,-0.17900000850204378,0.17900000850204378,0x14,high
001,Mitsurugi,trusted_basic,20,0.02400000113993883,0.0,-0.18000000854954123,0.02400000113993883,0.0,-0.18000000854954123,0.18000000854954123,0x14,high
001,Mitsurugi,trusted_basic,21,0.027000001282431185,0.0,-0.17900000850204378,0.027000001282431185,0.0,-0.17900000850204378,0.17900000850204378,0x14,high
001,Mitsurugi,trusted_basic,22,0.029000001377426088,0.0,-0.17900000850204378,0.029000001377426088,0.0,-0.17900000850204378,0.17900000850204378,0x14,high
001,Mitsurugi,trusted_basic,23,0.03100000147242099,0.0,-0.17700000840704888,0.03100000147242099,0.0,-0.17700000840704888,0.17700000840704888,0x14,high
001,Mitsurugi,trusted_basic,24,0.03300000156741589,0.0,-0.17500000831205398,0.03300000156741589,0.0,-0.17500000831205398,0.17500000831205398,0x14,high
001,Mitsurugi,trusted_basic,25,0.034000001614913344,0.0,-0.17300000821705908,0.034000001614913344,0.0,-0.17300000821705908,0.17300000821705908,0x14,high
001,Mitsurugi,trusted_basic,26,0.034000001614913344,0.0,-0.17000000807456672,0.034000001614913344,0.0,-0.17000000807456672,0.17000000807456672,0x14,high
001,Mitsurugi,trusted_basic,27,0.034000001614913344,0.0,-0.16700000793207437,0.034000001614913344,0.0,-0.16700000793207437,0.16700000793207437,0x14,high
001,Mitsurugi,trusted_basic,28,0.034000001614913344,0.0,-0.16400000778958201,0.034000001614913344,0.0,-0.16400000778958201,0.16400000778958201,0x14,high
001,Mitsurugi,trusted_basic,29,0.03300000156741589,0.0,-0.1600000075995922,0.03300000156741589,0.0,-0.1600000075995922,0.1600000075995922,0x14,high
001,Mitsurugi,trusted_basic,30,0.03300000156741589,0.0,-0.15700000745709985,0.03300000156741589,0.0,-0.15700000745709985,0.15700000745709985,0x14,high
001,Mitsurugi,trusted_basic,31,0.03200000151991844,0.0,-0.1540000073146075,0.03200000151991844,0.0,-0.1540000073146075,0.1540000073146075,0x14,high
001,Mitsurugi,trusted_basic,32,0.03200000151991844,0.0,-0.15100000717211515,0.03200000151991844,0.0,-0.15100000717211515,0.15100000717211515,0x14,high
001,Mitsurugi,trusted_basic,33,0.03100000147242099,0.0,-0.1480000070296228,0.03100000147242099,0.0,-0.1480000070296228,0.1480000070296228,0x14,high
001,Mitsurugi,trusted_basic,34,0.03100000147242099,0.0,-0.1460000069346279,0.03100000147242099,0.0,-0.1460000069346279,0.1460000069346279,0x14,high
001,Mitsurugi,trusted_basic,35,0.03000000142492354,0.0,-0.144000006839633,0.03000000142492354,0.0,-0.144000006839633,0.144000006839633,0x14,high
001,Mitsurugi,trusted_basic,36,0.03000000142492354,0.0,-0.14300000679213554,0.03000000142492354,0.0,-0.14300000679213554,0.14300000679213554,0x14,high
001,Mitsurugi,trusted_basic,37,0.029000001377426088,0.0,-0.14300000679213554,0.029000001377426088,0.0,-0.14300000679213554,0.14300000679213554,0x14,high
002,Seong Mi-na,unresolved,0,0.0,0.0,0.00800000037997961,0.0,0.0,0.00800000037997961,0.00800000037997961,0x14,high
002,Seong Mi-na,unresolved,1,0.0,0.0,0.03300000156741589,0.0,0.0,0.03300000156741589,0.03300000156741589,0x14,high
002,Seong Mi-na,unresolved,2,-0.0010000000474974513,0.0,0.07300000346731395,-0.0010000000474974513,0.0,0.07300000346731395,0.07300000346731395,0x14,high
002,Seong Mi-na,unresolved,3,-0.0010000000474974513,0.0,0.12400000588968396,-0.0010000000474974513,0.0,0.12400000588968396,0.12400000588968396,0x14,high
002,Seong Mi-na,unresolved,4,-0.0010000000474974513,0.0,0.18400000873953104,-0.0010000000474974513,0.0,0.18400000873953104,0.18400000873953104,0x14,high
002,Seong Mi-na,unresolved,5,-0.0010000000474974513,0.0,0.24900001182686538,-0.0010000000474974513,0.0,0.24900001182686538,0.24900001182686538,0x14,high
002,Seong Mi-na,unresolved,6,0.0,0.0,0.31700001505669206,0.0,0.0,0.31700001505669206,0.31700001505669206,0x14,high
002,Seong Mi-na,unresolved,7,0.0020000000949949026,0.0,0.3860000183340162,0.0020000000949949026,0.0,0.3860000183340162,0.3860000183340162,0x14,high
002,Seong Mi-na,unresolved,8,0.006000000284984708,0.0,0.452000021468848,0.006000000284984708,0.0,0.452000021468848,0.452000021468848,0x14,high
